Calendar Week,Expert Partner,Expert Location,OIT Node 1 (Contact Drivers),OIT Node 2 (Contact Drivers),OIT Node 3 (Contact Drivers),Handled Contacts,AHT,Transfers (%),tNPS,Survey Resp. Rate (tNPS),TNPS Survey Resp. Count,Issue Resolution (tNPS),New MCR 7-Day (Look-forward),Cases,Cases (excl. Internal),# of Experts
10/27/2024,CONCENTRIX,Mexico City,Employee management,Worker benefits,Retirement benefits,1.,9.4,.0%,-,-,.,-,-,1.,1.,1.
10/27/2024,CONCENTRIX,Mexico City,Employee management,Worker benefits,-,4.,15.4,25.0%,100.0,50.0%,1.,100.0%,.0%,4.,3.,4.
10/27/2024,CONCENTRIX,Mexico City,Employee management,Workers compensation,-,1.,8.0,100.0%,-,-,.,-,.0%,1.,.,1.
10/27/2024,CONCENTRIX,Mexico City,Employee management,-,-,21.,23.3,42.9%,-,.0%,.,-,.0%,17.,10.,16.
10/27/2024,CONCENTRIX,Mexico City,Finance,Budget and planning,Budgets in business,2.,8.8,.0%,-,-,.,-,.0%,2.,.,2.
10/27/2024,CONCENTRIX,Mexico City,Finance,Budget and planning,-,2.,8.8,.0%,-,-,.,-,.0%,2.,.,2.
10/27/2024,CONCENTRIX,Mexico City,Finance,Currency,Multicurrency,1.,10.0,100.0%,-,-,.,-,-,.,.,1.
10/27/2024,CONCENTRIX,Mexico City,Finance,Currency,-,1.,10.0,100.0%,-,-,.,-,-,.,.,1.
10/27/2024,CONCENTRIX,Mexico City,Finance,Income,Salaries and wages,3.,9.9,33.3%,-,.0%,.,-,.0%,2.,2.,4.
10/27/2024,CONCENTRIX,Mexico City,Finance,Income,-,4.,8.2,25.0%,-,.0%,.,-,.0%,2.,2.,5.
10/27/2024,CONCENTRIX,Mexico City,Finance,-,-,7.,8.7,28.6%,-,.0%,.,-,.0%,4.,2.,8.
10/27/2024,CONCENTRIX,Mexico City,Marketing,-,-,40.,12.5,55.0%,-100.0,50.0%,1.,.0%,5.6%,31.,16.,34.
10/27/2024,CONCENTRIX,Mexico City,Payroll,Payroll additions or deductions,Wage withholdings,18.,24.3,44.4%,-,.0%,.,-,11.8%,18.,10.,13.
10/27/2024,CONCENTRIX,Mexico City,Payroll,Payroll additions or deductions,-,18.,24.3,44.4%,-,.0%,.,-,11.8%,18.,10.,13.
10/27/2024,CONCENTRIX,Mexico City,Payroll,Payroll forms,Annual employer forms,3.,11.3,.0%,-,.0%,.,-,50.0%,3.,1.,2.
10/27/2024,CONCENTRIX,Mexico City,Payroll,Payroll forms,Paycheque forms,20.,25.3,15.0%,-,.0%,.,-,11.1%,15.,12.,15.
10/27/2024,CONCENTRIX,Mexico City,Payroll,Payroll forms,Quarterly employer forms,89.,31.8,20.2%,16.7,14.6%,6.,75.0%,10.3%,91.,59.,38.
10/27/2024,CONCENTRIX,Mexico City,Payroll,Payroll forms,-,113.,30.2,19.5%,16.7,11.8%,6.,75.0%,10.0%,110.,72.,45.
10/27/2024,CONCENTRIX,Mexico City,Payroll,Payroll preferences,-,4.,14.2,50.0%,-,-,.,-,-,3.,1.,5.
10/27/2024,CONCENTRIX,Mexico City,Payroll,Payroll processes,Correct payroll,7.,43.7,14.3%,-,.0%,.,-,16.7%,7.,5.,5.
10/27/2024,CONCENTRIX,Mexico City,Payroll,Payroll processes,Deliver paycheque,6.,23.0,.0%,-,.0%,.,-,.0%,5.,5.,4.
10/27/2024,CONCENTRIX,Mexico City,Payroll,Payroll processes,Submit payroll,19.,28.3,26.3%,75.0,28.6%,4.,100.0%,.0%,19.,17.,10.
10/27/2024,CONCENTRIX,Mexico City,Payroll,Payroll processes,-,169.,28.2,20.7%,66.7,14.7%,15.,91.7%,8.6%,174.,141.,47.
10/27/2024,CONCENTRIX,Mexico City,Payroll,Payroll setup,Garnish paycheques,4.,10.9,50.0%,-,-,.,-,25.0%,4.,.,4.
10/27/2024,CONCENTRIX,Mexico City,Payroll,Payroll setup,Pay schedules,2.,19.2,50.0%,-,.0%,.,-,.0%,2.,2.,3.
10/27/2024,CONCENTRIX,Mexico City,Payroll,Payroll setup,-,28.,20.1,39.3%,100.0,10.0%,1.,100.0%,8.7%,27.,17.,17.
10/27/2024,CONCENTRIX,Mexico City,Payroll,Prior payroll,-,2.,8.8,50.0%,-,-,.,-,.0%,2.,1.,2.
10/27/2024,CONCENTRIX,Mexico City,Payroll,-,-,320.,28.0,21.3%,47.8,13.8%,23.,83.3%,7.8%,316.,237.,58.
10/27/2024,CONCENTRIX,Mexico City,Product setup,Custom templates,Customise forms,51.,29.5,13.7%,66.7,19.4%,6.,66.7%,12.2%,51.,39.,36.
10/27/2024,CONCENTRIX,Mexico City,Product setup,Custom templates,-,2.,34.8,50.0%,-,-,.,-,100.0%,2.,.,4.
10/27/2024,CONCENTRIX,Mexico City,Product setup,List management,Class list,1.,5.9,.0%,-,-,.,-,-,.,.,1.
10/27/2024,CONCENTRIX,Mexico City,Product setup,List management,Customer list,8.,12.2,25.0%,-,.0%,.,-,.0%,5.,3.,9.
10/27/2024,CONCENTRIX,Mexico City,Product setup,List management,-,1.,5.9,.0%,-,-,.,-,-,.,.,1.
10/27/2024,CONCENTRIX,Mexico City,Product setup,Product delivery,Download products,34.,30.3,29.4%,.0,4.5%,1.,100.0%,4.8%,38.,29.,22.
10/27/2024,CONCENTRIX,Mexico City,Product setup,Product delivery,Install products,87.,32.6,18.4%,85.7,24.1%,14.,100.0%,12.9%,85.,70.,42.
10/27/2024,CONCENTRIX,Mexico City,Product setup,Product delivery,License information,87.,14.5,27.6%,100.0,15.4%,4.,100.0%,15.2%,71.,46.,42.
10/27/2024,CONCENTRIX,Mexico City,Product setup,Product delivery,Reinstall products,189.,27.1,17.5%,81.8,20.2%,22.,95.0%,14.3%,167.,132.,53.
10/27/2024,CONCENTRIX,Mexico City,Product setup,Product delivery,Uninstall products,.,-,-,-,-,.,-,-,.,.,1.
10/27/2024,CONCENTRIX,Mexico City,Product setup,Product delivery,Update products,147.,31.1,10.9%,84.0,23.8%,25.,95.7%,7.1%,147.,127.,58.
10/27/2024,CONCENTRIX,Mexico City,Product setup,Product delivery,-,404.,27.6,18.1%,83.7,20.8%,49.,95.7%,12.0%,381.,300.,61.
10/27/2024,CONCENTRIX,Mexico City,Product setup,Product preferences,Customer company settings,1.,25.2,.0%,-,.0%,.,-,.0%,1.,1.,1.
10/27/2024,CONCENTRIX,Mexico City,Product setup,Product preferences,Display preferences,11.,9.2,36.4%,100.0,25.0%,1.,100.0%,20.0%,7.,5.,17.
10/27/2024,CONCENTRIX,Mexico City,Product setup,Product preferences,-,12.,10.6,33.3%,100.0,20.0%,1.,100.0%,16.7%,8.,6.,18.
10/27/2024,CONCENTRIX,Mexico City,Product setup,-,-,463.,27.5,17.9%,81.8,20.4%,55.,92.3%,11.9%,435.,341.,62.
10/27/2024,CONCENTRIX,Mexico City,Sales and logistics,Billing solutions,Pay bills,12.,18.0,25.0%,-100.0,20.0%,1.,.0%,12.5%,10.,8.,8.
10/27/2024,CONCENTRIX,Mexico City,Sales and logistics,Billing solutions,Write cheques,2.,13.0,.0%,100.0,50.0%,1.,100.0%,50.0%,2.,2.,2.
10/27/2024,CONCENTRIX,Mexico City,Sales and logistics,Billing solutions,-,14.,17.3,21.4%,.0,28.6%,2.,50.0%,20.0%,12.,10.,10.
10/27/2024,CONCENTRIX,Mexico City,Sales and logistics,Invoicing,Job estimates,5.,37.9,.0%,100.0,60.0%,3.,100.0%,.0%,6.,5.,5.
10/27/2024,CONCENTRIX,Mexico City,Sales and logistics,Invoicing,-,8.,30.7,25.0%,100.0,50.0%,3.,100.0%,.0%,9.,8.,7.
10/27/2024,CONCENTRIX,Mexico City,Sales and logistics,Money movement,Fund status,3.,12.7,33.3%,-,-,.,-,-,1.,1.,3.
10/27/2024,CONCENTRIX,Mexico City,Sales and logistics,Money movement,Reverse payments,1.,7.2,.0%,-,.0%,.,-,.0%,1.,1.,1.
10/27/2024,CONCENTRIX,Mexico City,Sales and logistics,Money movement,Set up payments,13.,12.2,53.8%,-,.0%,.,-,16.7%,11.,6.,13.
10/27/2024,CONCENTRIX,Mexico City,Sales and logistics,Money movement,Trace payments,11.,22.1,9.1%,100.0,16.7%,1.,100.0%,28.6%,9.,6.,8.
10/27/2024,CONCENTRIX,Mexico City,Sales and logistics,Money movement,-,43.,17.8,27.9%,33.3,18.8%,3.,66.7%,12.0%,35.,25.,31.
10/27/2024,CONCENTRIX,Mexico City,Sales and logistics,Payment processing,Customer refunds and credits,6.,14.5,33.3%,-,.0%,.,-,.0%,6.,4.,6.
10/27/2024,CONCENTRIX,Mexico City,Sales and logistics,Payment processing,Receive payments,9.,26.3,11.1%,.0,33.3%,2.,50.0%,.0%,8.,8.,9.
10/27/2024,CONCENTRIX,Mexico City,Sales and logistics,Payment processing,-,20.,17.9,35.0%,.0,25.0%,2.,50.0%,.0%,18.,13.,16.
10/27/2024,CONCENTRIX,Mexico City,Sales and logistics,Point of sale hardware,Card readers,1.,36.2,100.0%,-,-,.,-,.0%,1.,.,1.
10/27/2024,CONCENTRIX,Mexico City,Sales and logistics,Point of sale hardware,Payment terminal,1.,36.2,100.0%,-,-,.,-,.0%,1.,.,1.
10/27/2024,CONCENTRIX,Mexico City,Sales and logistics,Point of sale hardware,-,1.,36.2,100.0%,-,-,.,-,.0%,1.,.,1.
10/27/2024,CONCENTRIX,Mexico City,Sales and logistics,Sales receipts,-,2.,29.7,.0%,100.0,50.0%,1.,100.0%,.0%,2.,2.,2.
10/27/2024,CONCENTRIX,Mexico City,Sales and logistics,Stock management,Physical stock,2.,10.8,50.0%,-,-,.,-,.0%,1.,.,2.
10/27/2024,CONCENTRIX,Mexico City,Sales and logistics,Stock management,-,2.,10.8,50.0%,-,-,.,-,.0%,1.,.,2.
10/27/2024,CONCENTRIX,Mexico City,Sales and logistics,Supplier management,Supplier credits,1.,73.3,.0%,-,-,.,-,.0%,1.,.,1.
10/27/2024,CONCENTRIX,Mexico City,Sales and logistics,Supplier management,Supplier list,4.,40.6,25.0%,-,.0%,.,-,33.3%,3.,3.,3.
10/27/2024,CONCENTRIX,Mexico City,Sales and logistics,Supplier management,-,20.,25.5,20.0%,.0,20.0%,2.,50.0%,20.0%,17.,13.,13.
10/27/2024,CONCENTRIX,Mexico City,Sales and logistics,-,-,54.,20.5,27.8%,71.4,29.2%,7.,83.3%,8.8%,47.,35.,37.
10/27/2024,CONCENTRIX,Mexico City,Security and risk,Data privacy,-,25.,7.2,24.0%,-100.0,25.0%,1.,.0%,.0%,16.,9.,23.
10/27/2024,CONCENTRIX,Mexico City,Security and risk,Data security,-,71.,12.2,14.1%,66.7,28.6%,6.,75.0%,4.3%,49.,32.,45.
10/27/2024,CONCENTRIX,Mexico City,Security and risk,Fraud,Manage risks,6.,31.2,16.7%,-,.0%,.,-,.0%,7.,7.,4.
10/27/2024,CONCENTRIX,Mexico City,Security and risk,Fraud,-,10.,24.5,20.0%,-,.0%,.,-,.0%,9.,8.,8.
10/27/2024,CONCENTRIX,Mexico City,Security and risk,-,-,399.,27.2,15.0%,71.4,17.8%,35.,90.6%,10.8%,357.,273.,63.
10/27/2024,CONCENTRIX,Mexico City,Taxation,Business taxes,-,23.,23.4,34.8%,.0,33.3%,2.,50.0%,.0%,19.,9.,20.
10/27/2024,CONCENTRIX,Mexico City,Taxation,Sales taxes,Set up sales taxes,3.,14.7,.0%,-,.0%,.,-,.0%,2.,2.,4.
10/27/2024,CONCENTRIX,Mexico City,Taxation,Sales taxes,-,5.,24.0,.0%,-,.0%,.,-,33.3%,4.,4.,6.
10/27/2024,CONCENTRIX,Mexico City,Taxation,Tax compliance,-,4.,23.3,.0%,-,-,.,-,.0%,4.,1.,4.
10/27/2024,CONCENTRIX,Mexico City,Taxation,Tax exemption,-,3.,3.6,33.3%,-,-,.,-,-,3.,.,4.
10/27/2024,CONCENTRIX,Mexico City,Taxation,Tax forms,Form 1099,.,-,-,-,-,.,-,-,.,.,1.
10/27/2024,CONCENTRIX,Mexico City,Taxation,Tax forms,Form 1099-MISC,.,-,-,-,-,.,-,-,.,.,1.
10/27/2024,CONCENTRIX,Mexico City,Taxation,Tax forms,Form W-2,2.,30.3,50.0%,-,.0%,.,-,.0%,2.,1.,4.
10/27/2024,CONCENTRIX,Mexico City,Taxation,Tax forms,State tax forms,42.,29.6,23.8%,33.3,18.8%,3.,100.0%,9.1%,43.,26.,27.
10/27/2024,CONCENTRIX,Mexico City,Taxation,Tax forms,-,43.,30.1,23.3%,33.3,17.6%,3.,100.0%,8.8%,44.,27.,29.
10/27/2024,CONCENTRIX,Mexico City,Taxation,Tax jurisdiction,State taxes,2.,9.7,100.0%,-,-,.,-,.0%,2.,.,2.
10/27/2024,CONCENTRIX,Mexico City,Taxation,Tax jurisdiction,-,2.,9.7,100.0%,-,-,.,-,.0%,2.,.,2.
10/27/2024,CONCENTRIX,Mexico City,Taxation,Tax liabilities,-,8.,37.4,12.5%,-,.0%,.,-,.0%,9.,7.,5.
10/27/2024,CONCENTRIX,Mexico City,Taxation,Tax notices,-,2.,6.2,.0%,-,-,.,-,-,.,.,2.
10/27/2024,CONCENTRIX,Mexico City,Taxation,Tax return,File tax return,.,-,-,-,-,.,-,-,.,.,1.
10/27/2024,CONCENTRIX,Mexico City,Taxation,-,-,81.,27.6,25.9%,20.0,18.5%,5.,75.0%,6.9%,79.,46.,41.
10/27/2024,CONCENTRIX,Mexico City,Uncategorized - Inbound Short calls,Uncategorized - Inbound Short calls,Uncategorized - Inbound Short calls,47.,1.4,12.8%,-,.0%,.,-,-,31.,17.,32.
10/27/2024,CONCENTRIX,Mexico City,Uncategorized - Not Handled,Uncategorized - Not Handled,Uncategorized - Not Handled,.,-,-,-50.0,10.0%,2.,.0%,-,62.,28.,45.
10/27/2024,CONCENTRIX,Mexico City,Uncategorized - Others,Uncategorized - Others,Uncategorized - Others,29.,31.1,24.1%,100.0,23.1%,3.,100.0%,-,20.,15.,27.
10/27/2024,CONCENTRIX,Mexico City,Uncategorized - Outbound Short calls,Uncategorized - Outbound Short calls,Uncategorized - Outbound Short calls,.,-,-,-,-,.,-,-,.,.,41.
10/27/2024,CONCENTRIX,Mexico City,-,-,-,.,-,-,75.0,14.5%,8.,71.4%,-,99.,69.,45.
11/3/2024,CONCENTRIX,Mexico City,Account management,Access and permissions,Login and password,189.,30.4,14.3%,68.4,19.4%,19.,88.9%,15.9%,177.,137.,60.
11/3/2024,CONCENTRIX,Mexico City,Account management,Access and permissions,Manage users,31.,18.1,48.4%,100.0,10.0%,1.,100.0%,21.7%,31.,23.,24.
11/3/2024,CONCENTRIX,Mexico City,Account management,Access and permissions,Multi-factor authentication,1.,12.7,.0%,-,-,.,-,-,1.,1.,1.
11/3/2024,CONCENTRIX,Mexico City,Account management,Access and permissions,Multi-user mode,51.,40.0,9.8%,66.7,20.7%,6.,80.0%,28.3%,54.,43.,33.
11/3/2024,CONCENTRIX,Mexico City,Account management,Access and permissions,Primary administrator,120.,27.0,11.7%,60.0,17.5%,10.,71.4%,13.6%,122.,83.,45.
11/3/2024,CONCENTRIX,Mexico City,Account management,Access and permissions,-,357.,29.5,16.0%,65.7,19.7%,35.,83.3%,17.5%,347.,256.,62.
11/3/2024,CONCENTRIX,Mexico City,Account management,Business profile,Business address,6.,70.6,.0%,-50.0,40.0%,2.,.0%,16.7%,6.,5.,7.
11/3/2024,CONCENTRIX,Mexico City,Account management,Business profile,Business name,27.,39.9,18.5%,100.0,14.3%,2.,100.0%,.0%,28.,21.,20.
11/3/2024,CONCENTRIX,Mexico City,Account management,Business profile,Business phone number,11.,10.2,9.1%,100.0,20.0%,1.,100.0%,11.1%,11.,7.,15.
11/3/2024,CONCENTRIX,Mexico City,Account management,Business profile,Merchant category,4.,29.9,50.0%,-,-,.,-,.0%,3.,1.,9.
11/3/2024,CONCENTRIX,Mexico City,Account management,Business profile,-,61.,30.6,14.8%,50.0,20.0%,6.,60.0%,8.7%,60.,42.,38.
11/3/2024,CONCENTRIX,Mexico City,Account management,Customer profile,Manage customers,127.,25.9,37.0%,90.9,20.8%,11.,100.0%,9.2%,115.,85.,46.
11/3/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,Intuit account payment method,13.,16.8,15.4%,100.0,16.7%,1.,100.0%,.0%,10.,7.,13.
11/3/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,Intuit billing issues,47.,16.4,31.9%,.0,12.5%,2.,50.0%,.0%,41.,26.,35.
11/3/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,Intuit billing updates,120.,20.5,26.7%,63.6,19.6%,11.,90.0%,3.8%,99.,77.,45.
11/3/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,Intuit discounts,17.,14.9,52.9%,-33.3,60.0%,3.,.0%,10.0%,13.,8.,14.
11/3/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,Intuit fees,216.,15.0,30.1%,57.1,16.3%,14.,75.0%,4.4%,187.,135.,56.
11/3/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,Intuit invoices,10.,10.5,40.0%,-,.0%,.,-,.0%,7.,2.,9.
11/3/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,Intuit pricing,15.,10.5,6.7%,-100.0,25.0%,1.,.0%,12.5%,15.,10.,12.
11/3/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,Intuit refunds,102.,14.6,22.5%,-10.0,21.7%,10.,60.0%,6.3%,101.,71.,52.
11/3/2024,CONCENTRIX,Mexico City,Account management,Intuit account billing,-,404.,16.5,29.2%,30.3,19.5%,33.,70.0%,5.2%,357.,259.,59.
11/3/2024,CONCENTRIX,Mexico City,Account management,Intuit account settings,-,17.,26.5,17.6%,75.0,36.4%,4.,75.0%,.0%,18.,16.,10.
11/3/2024,CONCENTRIX,Mexico City,Account management,Intuit product orders,New subscriptions,38.,15.3,60.5%,-,.0%,.,-,3.8%,37.,21.,30.
11/3/2024,CONCENTRIX,Mexico City,Account management,Intuit product orders,Order supplies,2.,11.6,50.0%,-,.0%,.,-,.0%,2.,1.,2.
11/3/2024,CONCENTRIX,Mexico City,Account management,Intuit product orders,-,61.,12.4,57.4%,-,.0%,.,-,2.5%,56.,33.,39.
11/3/2024,CONCENTRIX,Mexico City,Account management,Intuit subscriptions,Account status,112.,20.6,30.4%,88.9,17.6%,9.,100.0%,6.9%,104.,74.,49.
11/3/2024,CONCENTRIX,Mexico City,Account management,Intuit subscriptions,Cancel products or services,143.,14.0,30.8%,15.4,21.0%,13.,69.2%,6.5%,133.,95.,54.
11/3/2024,CONCENTRIX,Mexico City,Account management,Intuit subscriptions,Migrate services,10.,24.7,30.0%,-,.0%,.,-,.0%,9.,5.,12.
11/3/2024,CONCENTRIX,Mexico City,Account management,Intuit subscriptions,Renew or reactivate,134.,26.6,32.1%,63.6,17.7%,11.,90.0%,5.1%,129.,89.,49.
11/3/2024,CONCENTRIX,Mexico City,Account management,Intuit subscriptions,-,440.,19.0,33.9%,48.6,18.5%,35.,81.3%,7.4%,411.,289.,61.
11/3/2024,CONCENTRIX,Mexico City,Account management,Taxpayer Identification numbers,-,2.,2.6,50.0%,.0,100.0%,1.,100.0%,.0%,1.,1.,3.
11/3/2024,CONCENTRIX,Mexico City,Account management,-,-,703.,18.3,32.3%,47.2,18.5%,53.,77.1%,5.9%,636.,447.,61.
11/3/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Bookkeeping processes,Journal entries,13.,17.8,23.1%,100.0,50.0%,1.,100.0%,10.0%,13.,3.,15.
11/3/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Bookkeeping processes,Statement reconciliation,41.,38.5,22.0%,83.3,30.0%,6.,100.0%,22.9%,44.,27.,30.
11/3/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business accounts,Chart of accounts,2.,35.8,.0%,-,-,.,-,-,2.,.,2.
11/3/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business accounts,-,3.,27.3,33.3%,-,-,.,-,-,2.,.,4.
11/3/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Accountant reports,1.,9.9,.0%,-,-,.,-,100.0%,1.,1.,1.
11/3/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Accounts payable reports,3.,33.1,.0%,-,.0%,.,-,.0%,3.,1.,3.
11/3/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Accounts receivable reports,1.,86.5,.0%,-,-,.,-,100.0%,1.,1.,2.
11/3/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Customer statements,3.,19.2,33.3%,100.0,100.0%,2.,100.0%,33.3%,3.,3.,3.
11/3/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Financial reports,4.,46.4,.0%,-,.0%,.,-,25.0%,4.,2.,5.
11/3/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Payroll reports,7.,18.3,42.9%,-,.0%,.,-,25.0%,4.,3.,5.
11/3/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Purchase reports,1.,6.3,.0%,-,-,.,-,.0%,1.,1.,1.
11/3/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Sales reports,1.,28.2,.0%,-,.0%,.,-,.0%,1.,1.,1.
11/3/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Business reports,Transaction reports,1.,28.2,.0%,-,.0%,.,-,.0%,1.,1.,1.
11/3/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Expense accounting,-,1.,10.3,100.0%,-,-,.,-,-,.,.,1.
11/3/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Experts and advice,Accountant features,1.,51.4,.0%,-,-,.,-,.0%,1.,.,1.
11/3/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,Experts and advice,-,1.,51.4,.0%,-,-,.,-,.0%,1.,.,1.
11/3/2024,CONCENTRIX,Mexico City,Accounting and bookkeeping,-,-,51.,34.5,21.6%,83.3,28.6%,6.,100.0%,21.4%,53.,29.,35.
11/3/2024,CONCENTRIX,Mexico City,Banking,Bank accounts,Set up money movement,2.,12.1,50.0%,-,.0%,.,-,.0%,2.,2.,1.
11/3/2024,CONCENTRIX,Mexico City,Banking,Bank accounts,-,1.,7.1,.0%,-,.0%,.,-,.0%,1.,1.,1.
11/3/2024,CONCENTRIX,Mexico City,Banking,Bank connectivity,Bank feeds,11.,37.3,27.3%,50.0,25.0%,2.,100.0%,20.0%,10.,10.,9.
11/3/2024,CONCENTRIX,Mexico City,Banking,Bank connectivity,Direct feeds,6.,43.4,.0%,.0,16.7%,1.,100.0%,16.7%,6.,6.,5.
11/3/2024,CONCENTRIX,Mexico City,Banking,Bank connectivity,-,17.,39.5,17.6%,33.3,21.4%,3.,100.0%,18.8%,16.,16.,11.
11/3/2024,CONCENTRIX,Mexico City,Banking,Bank deposits,Direct deposits,13.,35.7,15.4%,50.0,40.0%,4.,75.0%,22.2%,15.,13.,8.
11/3/2024,CONCENTRIX,Mexico City,Banking,Bank deposits,-,26.,27.2,19.2%,50.0,30.8%,4.,75.0%,26.3%,28.,19.,18.
11/3/2024,CONCENTRIX,Mexico City,Banking,Bank transactions,Matching rules,1.,105.1,.0%,-,-,.,-,100.0%,1.,.,2.
11/3/2024,CONCENTRIX,Mexico City,Banking,Bank transactions,-,66.,33.4,31.8%,33.3,16.2%,6.,100.0%,10.9%,63.,49.,38.
11/3/2024,CONCENTRIX,Mexico City,Banking,-,-,100.,30.6,31.0%,40.0,18.5%,10.,88.9%,13.6%,99.,74.,45.
11/3/2024,CONCENTRIX,Mexico City,Business management,Small business processes,-,184.,23.2,34.2%,92.3,18.6%,13.,100.0%,9.1%,164.,113.,57.
11/3/2024,CONCENTRIX,Mexico City,Data and systems,Data management,Back up data,126.,41.3,16.7%,71.4,18.9%,14.,85.7%,15.7%,129.,105.,51.
11/3/2024,CONCENTRIX,Mexico City,Data and systems,Data management,Damaged data,14.,38.6,28.6%,-100.0,12.5%,1.,.0%,18.2%,13.,10.,17.
11/3/2024,CONCENTRIX,Mexico City,Data and systems,Data management,Data utilities,8.,23.8,50.0%,-,.0%,.,-,14.3%,7.,5.,9.
11/3/2024,CONCENTRIX,Mexico City,Data and systems,Data management,Migrate data,112.,20.1,35.7%,20.0,18.5%,5.,75.0%,8.0%,105.,65.,45.
11/3/2024,CONCENTRIX,Mexico City,Data and systems,Data management,Sync data,7.,31.9,28.6%,50.0,40.0%,2.,100.0%,.0%,6.,5.,6.
11/3/2024,CONCENTRIX,Mexico City,Data and systems,Electronic filing,-,5.,18.9,.0%,-,.0%,.,-,.0%,5.,5.,5.
11/3/2024,CONCENTRIX,Mexico City,Data and systems,File management,Accountant copy,9.,21.5,.0%,100.0,20.0%,1.,100.0%,12.5%,9.,6.,9.
11/3/2024,CONCENTRIX,Mexico City,Data and systems,File management,Company file,9.,21.5,.0%,100.0,20.0%,1.,100.0%,12.5%,9.,6.,9.
11/3/2024,CONCENTRIX,Mexico City,Data and systems,File management,Convert files,27.,30.1,40.7%,100.0,25.0%,2.,100.0%,.0%,29.,19.,22.
11/3/2024,CONCENTRIX,Mexico City,Data and systems,File management,Import or export files,25.,10.6,32.0%,-,.0%,.,-,.0%,23.,10.,18.
11/3/2024,CONCENTRIX,Mexico City,Data and systems,File management,Open programs,195.,41.4,9.2%,74.4,28.1%,39.,91.2%,9.9%,196.,166.,59.
11/3/2024,CONCENTRIX,Mexico City,Data and systems,File management,Set up files,40.,29.4,15.0%,100.0,17.4%,4.,100.0%,6.5%,41.,32.,31.
11/3/2024,CONCENTRIX,Mexico City,Data and systems,File management,-,259.,39.9,11.6%,76.1,26.0%,46.,90.0%,10.0%,261.,219.,59.
11/3/2024,CONCENTRIX,Mexico City,Data and systems,Report management,Customise reports,7.,20.0,28.6%,-100.0,25.0%,1.,.0%,33.3%,6.,5.,8.
11/3/2024,CONCENTRIX,Mexico City,Data and systems,Report management,Memorise reports,1.,65.0,.0%,-,.0%,.,-,.0%,1.,1.,1.
11/3/2024,CONCENTRIX,Mexico City,Data and systems,Report management,-,42.,28.6,19.0%,.0,15.8%,3.,50.0%,15.6%,39.,32.,32.
11/3/2024,CONCENTRIX,Mexico City,Data and systems,Web integration,Manage integrations,16.,19.8,25.0%,100.0,16.7%,1.,100.0%,11.1%,14.,9.,17.
11/3/2024,CONCENTRIX,Mexico City,Data and systems,-,-,528.,34.5,19.5%,66.7,24.0%,69.,86.9%,12.0%,516.,405.,62.
11/3/2024,CONCENTRIX,Mexico City,Employee management,Employee time off,Paid time off,1.,77.5,.0%,-,-,.,-,.0%,1.,.,1.
11/3/2024,CONCENTRIX,Mexico City,Employee management,Employee time off,-,1.,77.5,.0%,-,-,.,-,.0%,1.,.,1.
11/3/2024,CONCENTRIX,Mexico City,Employee management,Time tracking,Track worker hours,3.,5.8,33.3%,-,-,.,-,-,3.,.,3.
11/3/2024,CONCENTRIX,Mexico City,Employee management,Time tracking,-,3.,5.8,33.3%,-,-,.,-,-,3.,.,3.
11/3/2024,CONCENTRIX,Mexico City,Employee management,Worker benefits,Insurance and medical benefits,1.,54.9,.0%,100.0,100.0%,1.,100.0%,.0%,1.,1.,1.
11/3/2024,CONCENTRIX,Mexico City,Employee management,Worker benefits,-,2.,66.2,.0%,100.0,100.0%,1.,100.0%,.0%,2.,1.,2.
11/3/2024,CONCENTRIX,Mexico City,Employee management,Workers compensation,-,1.,1.6,.0%,-,-,.,-,-,1.,1.,1.
11/3/2024,CONCENTRIX,Mexico City,Employee management,-,-,21.,18.6,14.3%,100.0,12.5%,1.,100.0%,.0%,18.,10.,14.
